shipyard	graving_dock	_has_part
shake	acknowledgment	_hypernym
court	move	_hypernym
origination	create	_derivationally_related_form
conveyancer	conveying	_derivationally_related_form-inv
brownness	umber	_hypernym-inv
optic	conjunctiva	_has_part
governorship	spot	_hypernym
scourge	whipping	_derivationally_related_form
width	wideness	_hypernym-inv
os	zygomatic_arch	_hypernym-inv
thump	hit	_hypernym
suspend	debarment	_derivationally_related_form-inv
patency	blatancy	_hypernym-inv
purpose	goal	_hypernym
present	speech	_derivationally_related_form-inv
rightist	fascist	_hypernym-inv
prayer	wooing	_hypernym-inv
logic	sense	_hypernym
package	parcel	_derivationally_related_form-inv
salvation	save	_derivationally_related_form-inv
marketplace	market	_derivationally_related_form
propellor	hub	_part_of-inv
gap	opening	_derivationally_related_form-inv
variation	vary	_derivationally_related_form-inv
pittsburgh	pennsylvania	_has_part-inv
cigarette_butt	stub	_hypernym
civilization	society	_hypernym
snipping	trim	_derivationally_related_form
swabbing	scrubbing	_hypernym
contemplative	soul	_hypernym
divorce	dissociation	_derivationally_related_form
countersuit	law	_member_of_domain_topic-inv
matrix	maths	_member_of_domain_topic-inv
weakness	vulnerability	_hypernym-inv
accord	compatibility	_hypernym
wash	moistening	_derivationally_related_form-inv
threat	threaten	_derivationally_related_form-inv
motor	motorize	_derivationally_related_form-inv
sermon	preach	_derivationally_related_form
rede	counselor	_derivationally_related_form-inv
kink	twist	_derivationally_related_form
repentance	repentant	_derivationally_related_form-inv
torment	worrying	_derivationally_related_form
consideration	justification	_hypernym-inv
permit	legitimize	_hypernym-inv
satisfaction	spirit	_hypernym
shelter	supply	_hypernym
significance	imply	_derivationally_related_form
statute	enactment	_hypernym
philosophizing	philosophize	_derivationally_related_form
river	estuary	_part_of-inv
withstand	noncompliant	_derivationally_related_form-inv
site	excavation	_hypernym-inv
veil	garment	_hypernym
sweetening	seasoning	_hypernym
crookedness	shape	_hypernym
rate	velocity	_hypernym-inv
fertilize	fertilization	_derivationally_related_form
blockade	occlude	_hypernym
pharmacology	pharmacologist	_derivationally_related_form
purpose	resolve	_hypernym
relative	sibling	_hypernym-inv
reward	payment	_hypernym
railing	rail	_derivationally_related_form-inv
alignment	placement	_hypernym
sickness	symptom	_hypernym
liftoff	rising	_hypernym
drop	worsening	_derivationally_related_form-inv
filer	lodge	_derivationally_related_form
cleave	cleft	_derivationally_related_form
implement	utensil	_hypernym-inv
framework	casing	_hypernym-inv
offer	offering	_derivationally_related_form
research	search	_derivationally_related_form-inv
wickedness	status	_hypernym
shadow	tail	_derivationally_related_form
twinkle	scintillate	_derivationally_related_form
workbench	worktable	_hypernym
diversion	wander	_derivationally_related_form-inv
vessel	sterilizer	_hypernym-inv
washington	tacoma	_has_part
playground	swing	_part_of-inv
side	fauna	_member_of_domain_topic-inv
area	choir	_hypernym-inv
manufacture	production	_hypernym-inv
hull	rib	_part_of-inv
verbalize	whine	_hypernym-inv
fillet	ornament	_hypernym
size	property	_hypernym
blouse	neckline	_has_part
sparkle	fizz	_derivationally_related_form-inv
bifocals	spectacles	_hypernym
change	professionalize	_hypernym-inv
waterspout	swamp	_derivationally_related_form-inv
wedding	wed	_derivationally_related_form
stock	fishing_rod	_has_part-inv
magnetize	magnetization	_derivationally_related_form
plantsman	expert	_hypernym
usurp	confiscation	_derivationally_related_form-inv
tide	arthropod	_part_of
dispenser	container	_hypernym
chomp	feeding	_hypernym
include	hold	_hypernym-inv
underwood	thicket	_hypernym
store	sponsor	_derivationally_related_form-inv
overexertion	travail	_hypernym
manufacture	privatize	_member_of_domain_topic
recipient	addressee	_hypernym-inv
seclusion	separation	_hypernym
imbibe	swig	_hypernym-inv
roughness	unsmooth	_derivationally_related_form
batting	bat	_derivationally_related_form
spotlight	highlight	_derivationally_related_form
course	sweet	_hypernym-inv
secure	tie	_hypernym-inv
confused	muddiness	_derivationally_related_form-inv
luxation	splay	_derivationally_related_form-inv
failure	skip	_hypernym
sensing	sense	_derivationally_related_form-inv
try	struggle	_hypernym-inv
devaluation	regulation	_hypernym
frame	redact	_derivationally_related_form-inv
unwrap	uncover	_hypernym
element	cl	_hypernym-inv
howler	pratfall	_hypernym
be	seethe	_hypernym-inv
reminder	experience	_hypernym
ambusher	waylay	_derivationally_related_form-inv
walk	pace	_hypernym-inv
school	educate	_hypernym
adductor_muscle	adduct	_derivationally_related_form
diadem	crown	_derivationally_related_form-inv
trust	friendship	_hypernym
stirrer	alarmist	_hypernym
workout	callisthenics	_hypernym-inv
stain	sully	_derivationally_related_form-inv
element	atom	_part_of-inv
solid	polyhedron	_hypernym-inv
customer	vendee	_hypernym-inv
disqualification	unfit	_derivationally_related_form
bird	plume	_part_of-inv
show	demonstrator	_derivationally_related_form
sweatpants	trouser	_hypernym
mix	mixable	_derivationally_related_form
scuffle	tussle	_derivationally_related_form-inv
twinkle	vitality	_hypernym
seduce	seducer	_derivationally_related_form-inv
cl	dl	_part_of
theresa	missioner	_instance_hyponym-inv
highlight	spotlight	_derivationally_related_form-inv
mine	mining	_derivationally_related_form
washup	cleanup	_hypernym
computing	reckon	_derivationally_related_form
promote	improvement	_derivationally_related_form
tare	equalizer	_hypernym
honorable	honesty	_derivationally_related_form
sign	opposition	_hypernym
extortionist	extortion	_derivationally_related_form
skating	skate	_derivationally_related_form-inv
sweep	traverse	_derivationally_related_form-inv
communicator	promisor	_hypernym-inv
turnout	railway	_hypernym
primates	primate	_member_holonym-inv
triumph	preen	_hypernym-inv
spread	throwaway	_derivationally_related_form
mobilize	militarize	_hypernym
light	lighting	_derivationally_related_form-inv
murkiness	obscure	_derivationally_related_form
verbalize	whiff	_hypernym-inv
journeying	ride	_hypernym-inv
maths	differential	_member_of_domain_topic
modify	alchemize	_hypernym-inv
denote	publicize	_hypernym-inv
disorganization	disorganize	_derivationally_related_form-inv
fishnet	net	_hypernym
surfeit	fullness	_hypernym
punctuate	punctuation_mark	_derivationally_related_form
utilization	misuse	_hypernym-inv
wrap	involution	_derivationally_related_form-inv
muddiness	puzzlement	_hypernym-inv
status	participation	_hypernym-inv
clear	glade	_derivationally_related_form-inv
impotency	sterility	_hypernym
computing	filename	_member_of_domain_topic
receptacle	wall_socket	_hypernym-inv
motorize	outfit	_hypernym
separation	severance	_hypernym-inv
twaddle	jabbering	_derivationally_related_form
sneezer	soul	_hypernym
trailer	lag	_derivationally_related_form-inv
raiser	grow	_derivationally_related_form-inv
declare	suggest	_hypernym-inv
anemia	refractory_anemia	_hypernym-inv
plant	pot	_hypernym-inv
idiom	way	_hypernym
tie	tier	_derivationally_related_form
relief	still	_derivationally_related_form
symbol	numeral	_hypernym-inv
stridency	tone	_hypernym
pop	split	_hypernym
store	register	_has_part
student	postdoc	_hypernym-inv
tweak	pull	_hypernym
impairment	modification	_hypernym
pass	legislator	_derivationally_related_form-inv
strip	swag	_derivationally_related_form-inv
escape	miss	_derivationally_related_form
transfer	shifting	_derivationally_related_form-inv
correspondence	conformity	_hypernym-inv
offense	incriminate	_derivationally_related_form
uncleanness	stain	_hypernym-inv
reward	teach	_hypernym
bag	sacking	_derivationally_related_form-inv
meliorate	raise	_hypernym-inv
wad	chaw	_derivationally_related_form-inv
decisive	finality	_derivationally_related_form
turn	concentrate	_hypernym-inv
employer	hire	_derivationally_related_form
life	lifer	_derivationally_related_form
overhaul	service	_derivationally_related_form-inv
vernacular	boffin	_synset_domain_usage_of-inv
profile	writing	_member_of_domain_topic-inv
dazzle	haze	_derivationally_related_form-inv
hatred	malignity	_hypernym-inv
mystification	mystify	_derivationally_related_form
set	sign	_hypernym-inv
arthropod	invertebrate	_hypernym
perjury	violation	_hypernym
suburbia	wimbledon	_instance_hyponym
crocheting	crochet	_derivationally_related_form-inv
toter	bear	_derivationally_related_form-inv
writer	versifier	_hypernym-inv
put	investor	_derivationally_related_form-inv
pounding	hammer	_derivationally_related_form-inv
contracting	take	_derivationally_related_form
puff	blow	_derivationally_related_form-inv
nondrinker	soul	_hypernym
version	translate	_derivationally_related_form
arch	structure	_hypernym
transgression	terrorization	_hypernym-inv
technique	simulation	_hypernym-inv
record	law	_member_of_domain_topic-inv
structure	erection	_hypernym-inv
resident	shack	_derivationally_related_form
port	kobe	_instance_hyponym
antichrist	resister	_instance_hypernym
gathering	tuck	_derivationally_related_form-inv
work	substituting	_hypernym-inv
mixology	mixologist	_derivationally_related_form
admix	mix	_hypernym
take	lease	_derivationally_related_form-inv
sunshine	cheerful	_derivationally_related_form
spice	cinnamon	_hypernym-inv
point	position	_hypernym-inv
sequence	string	_hypernym-inv
review	refresher_course	_derivationally_related_form-inv
papaya	pawpaw	_part_of
parade	procession	_hypernym
board	roomer	_derivationally_related_form-inv
physician	crohn	_instance_hyponym
press	pressure	_derivationally_related_form
computing	menu	_member_of_domain_topic
produce	result	_hypernym-inv
tenacious	retain	_derivationally_related_form-inv
show	simulation	_hypernym
divergence	mark	_derivationally_related_form-inv
authority	liturgist	_hypernym-inv
trust	combine	_derivationally_related_form
presentation	spectacle	_hypernym-inv
whorl	structure	_hypernym
excommunication	proscription	_hypernym
flux	undulate	_hypernym-inv
mine	pit	_has_part-inv
element	rn	_hypernym-inv
communication	test	_hypernym-inv
spot	captainship	_hypernym-inv
therapy	therapist	_derivationally_related_form-inv
pilot	piloting	_derivationally_related_form-inv
meshing	lock	_derivationally_related_form-inv
fungus	lichen	_hypernym-inv
workmanship	workman	_derivationally_related_form
schedule	scheduling	_derivationally_related_form
positivism	rationalist	_derivationally_related_form-inv
reservation	restrict	_derivationally_related_form-inv
graze	rake	_derivationally_related_form-inv
hedgehog	insectivore	_hypernym
swashbuckler	venturer	_hypernym
dicker	bargainer	_derivationally_related_form-inv
make	do	_hypernym
convexity	solid	_hypernym
deify	idealize	_hypernym
unclean	uncleanness	_derivationally_related_form-inv
interrogatory	probe	_derivationally_related_form-inv
room	toilet	_hypernym-inv
poseur	pose	_derivationally_related_form
ramp	supply	_hypernym
plagiarize	steal	_hypernym
confirmation	reassert	_derivationally_related_form-inv
daub	smear	_derivationally_related_form
holdfast	lock	_hypernym-inv
activity	move	_derivationally_related_form-inv
etch	etching	_derivationally_related_form-inv
charmer	trance	_derivationally_related_form-inv
reciprocate	reciprocation	_derivationally_related_form-inv
tend	gravitate	_hypernym-inv
religious	religiousness	_derivationally_related_form
incarceration	imprison	_derivationally_related_form
suppress	suppressor	_derivationally_related_form-inv
article	artifact	_hypernym
yearning	yen	_derivationally_related_form-inv
motorcar	radiator_grille	_has_part
dribbling	hoops	_member_of_domain_topic-inv
protoplasm	substance	_hypernym
platypus	monotreme	_hypernym
creed	creedal	_derivationally_related_form-inv
physics	transform	_member_of_domain_topic
wield	manipulate	_hypernym
vanquish	overcome	_hypernym-inv
incase	sheath	_derivationally_related_form-inv
roost	rest	_derivationally_related_form-inv
holdfast	joggle	_hypernym-inv
disa	office	_hypernym
stamp	pestle	_derivationally_related_form
hold	declaratory	_derivationally_related_form-inv
parade	troop	_derivationally_related_form
shutting	movement	_hypernym
positivity	positivistic	_derivationally_related_form-inv
stain	dirty	_derivationally_related_form-inv
substitute	locum_tenens	_hypernym-inv
successor	progeny	_hypernym
evade	evasion	_derivationally_related_form-inv
rapine	plundering	_hypernym
thrill	excitement	_hypernym
refusal	refuse	_derivationally_related_form
rodent	squirrel	_hypernym-inv
flaw	weakness	_hypernym
pillar	stilt	_hypernym-inv
slice	piece	_derivationally_related_form-inv
rejoice	joyousness	_derivationally_related_form-inv
retaking	retake	_derivationally_related_form
ending	terminate	_derivationally_related_form
wriggler	writhe	_derivationally_related_form-inv
prevision	promise	_derivationally_related_form-inv
forestry	forest	_derivationally_related_form-inv
signalize	signer	_derivationally_related_form-inv
lament	keen	_derivationally_related_form-inv
tape_recorder	transport	_part_of-inv
concentration	increase	_hypernym
rage	faddist	_derivationally_related_form-inv
silly	youngster	_hypernym
adaptable	conform	_derivationally_related_form-inv
saltwater_fish	seafood	_hypernym
glory	proclaim	_derivationally_related_form-inv
standard	standardize	_derivationally_related_form-inv
concentration	contract	_derivationally_related_form
delayer	soul	_hypernym
tailing	trail	_derivationally_related_form
drawee	withdraw	_derivationally_related_form
infringe	violation	_derivationally_related_form
insight	understanding	_hypernym
dictation	countermand	_hypernym-inv
tire	exhaustion	_derivationally_related_form
perform	performance	_derivationally_related_form
male	masculinity	_derivationally_related_form
tail	dock	_derivationally_related_form
businessperson	entrepreneur	_hypernym-inv
evidence	law	_member_of_domain_topic-inv
crown	investiture	_derivationally_related_form
adore	love	_hypernym
think	philosophize	_hypernym-inv
poultry	fowl	_hypernym
combination	operation	_hypernym
slay	burke	_hypernym-inv
compensation	reimbursement	_hypernym-inv
transgression	trespass	_derivationally_related_form
mumbling	mutter	_derivationally_related_form-inv
flock	clustering	_derivationally_related_form
cram	crammer	_derivationally_related_form
tumbler	lock	_has_part-inv
domino_effect	trope	_member_of_domain_usage-inv
escort	accompany	_derivationally_related_form-inv
jock	skater	_hypernym-inv
retain	keep	_hypernym
immobilize	freeze	_derivationally_related_form-inv
violate	rapine	_derivationally_related_form-inv
microscopist	microscopy	_derivationally_related_form-inv
emblem	cross	_hypernym-inv
record	registrar	_derivationally_related_form
pit	scar	_derivationally_related_form-inv
wait	expectation	_derivationally_related_form
spread	junket	_derivationally_related_form-inv
electromagnetic_spectrum	microwave	_part_of-inv
culminate	culmination	_derivationally_related_form-inv
rush	rusher	_derivationally_related_form
scratch	wound	_hypernym
take	tenant	_derivationally_related_form-inv
stayer	stay	_derivationally_related_form-inv
understand	understanding	_derivationally_related_form-inv
thorax	chest	_part_of-inv
wonderment	wonder	_derivationally_related_form
date	set	_hypernym
cover	screening	_derivationally_related_form
surge	heaving	_derivationally_related_form-inv
woodland	forest	_derivationally_related_form
voiceless	whispering	_derivationally_related_form-inv
switching	tack	_derivationally_related_form
sustain	upholder	_derivationally_related_form-inv
disgrace	disrepute	_derivationally_related_form-inv
riding	sport	_hypernym
violate	rapist	_derivationally_related_form-inv
violate	ruin	_hypernym
scaling	rate	_derivationally_related_form-inv
realness	real	_derivationally_related_form
make	propel	_hypernym-inv
bigamist	bigamy	_derivationally_related_form
vegetate	vegetation	_derivationally_related_form-inv
surface	surfacing	_derivationally_related_form-inv
pave	cobblestone	_hypernym-inv
heel	dance	_member_of_domain_topic-inv
presentment	show	_derivationally_related_form-inv
spike	secure	_hypernym
roomer	tenant	_hypernym
caterpillar	trademark	_synset_domain_usage_of
thoughtfulness	retrospect	_hypernym-inv
railing	barrier	_hypernym
crowd	press	_hypernym-inv
upset	unhinge	_hypernym-inv
burn	damage	_hypernym
ascii	computing	_member_of_domain_topic-inv
walking	travel	_hypernym
feeling	complex	_hypernym-inv
trait	irresolution	_hypernym-inv
tank	store	_hypernym
handrail	railing	_part_of-inv
rustic	yokel	_hypernym-inv
charge	consign	_derivationally_related_form-inv
temple	pillar	_part_of-inv
engagement	hire	_derivationally_related_form
collide	ram	_hypernym-inv
rein	bridle	_part_of
impediment	discourage	_derivationally_related_form-inv
elucidate	illumination	_derivationally_related_form
sweep	sweeping	_derivationally_related_form
administrate	organization	_derivationally_related_form
surcharge	overcharge	_derivationally_related_form-inv
set	ship	_hypernym-inv
help	supporter	_derivationally_related_form-inv
wittiness	roaster	_synset_domain_usage_of-inv
caddy	serve	_hypernym
retire	putout	_derivationally_related_form
assimilate	assimilation	_derivationally_related_form
illustrator	illustrate	_derivationally_related_form-inv
transpose	permutation	_derivationally_related_form-inv
purge	purging	_derivationally_related_form
movement	opening	_hypernym-inv
circularize	throwaway	_derivationally_related_form
proponent	supremacist	_hypernym-inv
organize	orchestration	_derivationally_related_form-inv
sauteing	fry	_derivationally_related_form-inv
fitting	improvement	_hypernym
survey	sketch	_derivationally_related_form-inv
poll	circularize	_hypernym-inv
trust	hoper	_derivationally_related_form-inv
unconsciousness	unconscious	_derivationally_related_form
shunt	conductor	_hypernym
affect	unwind	_hypernym-inv
situate	situation	_derivationally_related_form
punctuation_mark	mark	_hypernym
recognize	know	_hypernym-inv
statesman	politico	_hypernym
butt	set	_hypernym
cover	paint	_hypernym-inv
have	take	_hypernym-inv
strike	takeover	_instance_hyponym-inv
zettabyte	exabyte	_has_part
hoof	foot	_hypernym
truthfulness	honesty	_hypernym
store	storage	_derivationally_related_form-inv
set	butt	_hypernym-inv
visionary	soul	_hypernym
recidivism	reverting	_hypernym
discontentment	dysphoria	_hypernym-inv
naming	indication	_hypernym-inv
reward	blessing	_hypernym
biota	biological	_derivationally_related_form-inv
transport	invigorate	_derivationally_related_form
piratical	pirate_ship	_derivationally_related_form-inv
spot	occupation	_hypernym
trump	vanquish	_hypernym
dawdle	trifling	_derivationally_related_form-inv
grant	thespian	_instance_hypernym
ordering	organization	_hypernym
manage	move	_hypernym
mischief	evilness	_hypernym
snapshot	picture	_hypernym
tune	musical	_derivationally_related_form
preparation	jug	_member_of_domain_topic
anthropology	relationship	_member_of_domain_topic
molecule	physics	_member_of_domain_topic-inv
stress	emphasis	_hypernym
tellurium	element	_hypernym
replication	replicate	_derivationally_related_form
vegetate	vegetative	_derivationally_related_form-inv
meddler	tamper	_derivationally_related_form-inv
attribute	time	_hypernym-inv
overeating	mortal_sin	_hypernym
combining	compound	_derivationally_related_form-inv
propitiation	placate	_derivationally_related_form
copy	duplication	_hypernym-inv
scrap	struggle	_derivationally_related_form-inv
torment	vexation	_hypernym
occupation	activity	_hypernym
crochet	handicraft	_member_of_domain_topic-inv
spend	spender	_derivationally_related_form
sham	pretense	_derivationally_related_form-inv
rotation	turnout	_hypernym-inv
traverse	ford	_hypernym-inv
music	refrain	_hypernym-inv
mystify	secret	_derivationally_related_form-inv
waver	weave	_derivationally_related_form-inv
geometry	square	_member_of_domain_topic
substantial	substance	_derivationally_related_form
treasure	value	_derivationally_related_form-inv
gathering	grade	_hypernym-inv
quantity	probability	_hypernym-inv
prexy	presidentship	_derivationally_related_form-inv
warp	misrepresentation	_derivationally_related_form
notepad	tablet	_hypernym
partner	partnership	_derivationally_related_form-inv
mixer	kitchen_utensil	_hypernym
stays	corset	_derivationally_related_form-inv
servicing	union	_hypernym
vary	variegation	_derivationally_related_form
cat	snow_leopard	_hypernym-inv
drift	impulsion	_derivationally_related_form-inv
coordinate	coordination	_derivationally_related_form-inv
development	modification	_hypernym
sense	sensor	_derivationally_related_form
chalcedony	quartz	_hypernym
landscape	horticulture	_member_of_domain_topic-inv
quadruped	rump	_part_of-inv
surpass	excellence	_derivationally_related_form
video	waveband	_member_of_domain_topic
asphyxia	suffocate	_derivationally_related_form
boot	heel	_part_of-inv
voting	ballot	_derivationally_related_form
decrement	process	_hypernym
treatment	consideration	_hypernym-inv
carriageway	thruway	_part_of
technique	skillfulness	_hypernym
epiglottis	windpipe	_part_of
raster	formation	_hypernym
electric_motor	fridge	_part_of
biology	monotype	_member_of_domain_topic
scientist	psychologist	_hypernym-inv
tollhouse	stall	_hypernym
kitbag	rucksack	_hypernym
shape	tower	_hypernym-inv
throwaway	spread	_derivationally_related_form
wrongness	wrong	_derivationally_related_form
observe	discovery	_derivationally_related_form
unwind	relaxation	_derivationally_related_form-inv
compliant	follow	_derivationally_related_form-inv
fuddle	souse	_derivationally_related_form-inv
fabrication	construction	_hypernym
magnifier	microscope	_hypernym-inv
joining	concatenation	_hypernym-inv
snorkel	dive	_hypernym
vaporize	natural_gas	_derivationally_related_form
haul	trucking	_derivationally_related_form-inv
impressive	impress	_derivationally_related_form-inv
overtop	shadow	_hypernym-inv
deformation	twist	_derivationally_related_form-inv
coriander	herb	_hypernym
whiff	sniffer	_derivationally_related_form
colloquialism	sourpuss	_member_of_domain_usage
slime	sludge	_derivationally_related_form-inv
supposition	suppose	_derivationally_related_form
wrench	whirl	_derivationally_related_form-inv
regard	stare	_derivationally_related_form-inv
tape	record	_hypernym
installation	station	_hypernym-inv
structure	lodging	_hypernym-inv
lubrication	status	_hypernym
undervalue	depreciation	_derivationally_related_form-inv
titillation	tickle	_derivationally_related_form
pile	slagheap	_hypernym-inv
interferon	antiviral_drug	_hypernym
respect	laurels	_hypernym
sport	stroke	_member_of_domain_topic
boffin	researcher	_hypernym
divulgence	unwrap	_derivationally_related_form-inv
pronounce	label	_derivationally_related_form-inv
incorporation	integrate	_derivationally_related_form-inv
masquerade	mask	_hypernym
vend	pusher	_derivationally_related_form
hell	shenanigan	_hypernym
aggro	provocation	_hypernym
surge_suppressor	suppressor	_hypernym
disparagement	redskin	_synset_domain_usage_of-inv
rime	verse	_member_of_domain_topic-inv
salisbury	zimbabwe	_part_of
harpy_eagle	eagle	_hypernym
whale	whaler	_derivationally_related_form-inv
acquirer	appropriator	_hypernym-inv
throw	muddiness	_derivationally_related_form
sea	gulf	_has_part
make	wight	_derivationally_related_form
halogen	fluorine	_hypernym-inv
pocket	opening	_hypernym
slam	scoff	_derivationally_related_form
stimulate	stimulus	_derivationally_related_form
tail	scut	_hypernym-inv
palace	residence	_hypernym
volume	pamphlet	_derivationally_related_form-inv
iconic	icon	_derivationally_related_form
tent	populate	_hypernym
holdout	withstand	_derivationally_related_form
whine	resound	_hypernym
corundum	mineral	_hypernym
patrician	nobility	_member_meronym-inv
distillation	liquid	_hypernym
tenant	rent	_derivationally_related_form
near	approaching	_derivationally_related_form-inv
minocycline	tetracycline	_hypernym
fez	morocco	_has_part-inv
stain	grease	_derivationally_related_form
tramper	wander	_derivationally_related_form-inv
work	shaper	_derivationally_related_form
os	matrix	_part_of-inv
wed	wedding	_derivationally_related_form-inv
swig	swallow	_hypernym
addition	add	_derivationally_related_form
gravity	gravitate	_derivationally_related_form-inv
module	element	_hypernym
tether	restraint	_hypernym
pickup	collection	_hypernym
implication	involve	_derivationally_related_form
typify	type	_derivationally_related_form
roasting	roast	_derivationally_related_form
writer	roosevelt	_instance_hyponym
yank	pull	_hypernym
gown	tog	_hypernym
election	elect	_derivationally_related_form
sodality	brother	_member_holonym-inv
resistivity	resistive	_derivationally_related_form-inv
stitching	suturing	_hypernym-inv
attribution	impute	_derivationally_related_form-inv
manageable	manage	_derivationally_related_form-inv
equipment	materiel	_hypernym-inv
profiteer	capitalist	_hypernym
whop	whacking	_derivationally_related_form-inv
physician	gp	_hypernym-inv
nose	wind	_derivationally_related_form-inv
organization	ordering	_hypernym-inv
winkle	flash	_derivationally_related_form-inv
sugar	sweeten	_hypernym
work	victimization	_derivationally_related_form
